순서,식품분류기준대분류,식품분류기준중분류,식품분류기준소분류,요오드-131,세슘-134,세슘-137
1092,수산물,해조류,김,불검출,불검출,불검출
1093,수산물,어류,고등어,불검출,불검출,불검출
1094,폐기물,폐기물,폐기물,불검출,불검출,불검출
1095,폐기물,폐기물,폐기물,불검출,불검출,불검출
1096,수산물,어류,병어,불검출,불검출,불검출
1097,수산물,연체동물,오징어,불검출,불검출,불검출
1098,수산물,어류,조기,불검출,불검출,불검출
1099,공산품,기타,기타,불검출,불검출,불검출
1100,폐기물,폐기물,폐기물,불검출,불검출,불검출
1101,폐기물,폐기물,폐기물,불검출,불검출,불검출
1102,폐기물,폐기물,폐기물,불검출,불검출,불검출
1103,폐기물,폐기물,폐기물,불검출,불검출,불검출
1104,가공식품,기타,기타,불검출,불검출,불검출
1105,기타,기타,기타,불검출,불검출,불검출
1106,수산물,어류,가자미,불검출,불검출,불검출
1107,수산물,어류,가자미,불검출,불검출,불검출
1108,수산물,어류,갈치,불검출,불검출,불검출
1109,수산물,어류,고등어,불검출,불검출,불검출
1110,수산물,건어물,멸치,불검출,불검출,불검출
1111,수산물,어류,코다리,불검출,불검출,불검출
1112,수산물,건어물,북어,불검출,불검출,불검출
1113,수산물,어류,삼치,불검출,불검출,불검출
1114,수산물,어류,임연수,불검출,불검출,불검출
1115,수산물,어류,조기,불검출,불검출,불검출
1116,수산물,어류,대구,불검출,불검출,불검출
1117,수산물,연체동물,주꾸미,불검출,불검출,불검출
1118,수산물,갑각류,게,불검출,불검출,불검출
1119,수산물,갑각류,새우,불검출,불검출,불검출
1120,수산물,패류,홍합,불검출,불검출,불검출
1121,수산물,건어물,새우,불검출,불검출,불검출
1122,수산물,해조류,다시마,불검출,불검출,불검출
1123,수산물,해조류,미역,불검출,불검출,불검출
1124,수산물,해조류,파래,불검출,불검출,불검출
1125,수산물,어류,꽁치,불검출,불검출,불검출
1126,수산물,연체동물,낙지,불검출,불검출,불검출
1127,수산물,연체동물,오징어,불검출,불검출,불검출
1128,수산물,어류,명태,불검출,불검출,불검출
1129,수산물,건어물,새우,불검출,불검출,불검출
1130,수산물,패류,바지락,불검출,불검출,불검출
1131,공산품,기타,기타,불검출,불검출,불검출
1132,수산물,건어물,황태,불검출,불검출,불검출
1133,농산물,버섯류,표고버섯,불검출,불검출,0.6
1134,수산물,어류,굴비,불검출,불검출,불검출
1135,가공식품,유제품,분유,불검출,불검출,불검출
1136,가공식품,유제품,분유,불검출,불검출,불검출
1137,가공식품,유제품,분유,불검출,불검출,불검출
1138,가공식품,유제품,분유,불검출,불검출,불검출
1139,가공식품,유제품,분유,불검출,불검출,불검출
1140,가공식품,유제품,분유,불검출,불검출,불검출
1141,농산물,채소류,콩나물,불검출,불검출,불검출
1142,농산물,채소류,기타,불검출,불검출,불검출
1143,농산물,과일류,포도,불검출,불검출,불검출
1144,수산물,어류,고등어,불검출,불검출,불검출
1145,수산물,어류,꽁치,불검출,불검출,불검출
1146,수산물,어류,명태,불검출,불검출,불검출
1147,수산물,어류,삼치,불검출,불검출,불검출
1148,수산물,연체동물,오징어,불검출,불검출,불검출
1149,수산물,어류,임연수,불검출,불검출,불검출
1150,수산물,어류,적어,불검출,불검출,불검출
1151,수산물,어류,청어,불검출,불검출,불검출
1152,수산물,어류,갈치,불검출,불검출,불검출
1153,수산물,어류,대구,불검출,불검출,불검출
1154,수산물,어류,아귀,불검출,불검출,불검출
1155,수산물,어류,조기,불검출,불검출,불검출
1156,수산물,어류,방어,불검출,불검출,불검출
1157,수산물,어류,병어,불검출,불검출,불검출
1158,수산물,어류,우럭,불검출,불검출,불검출
1159,수산물,어류,전갱이,불검출,불검출,불검출
1160,수산물,어류,가자미,불검출,불검출,불검출
1161,수산물,연체동물,낙지,불검출,불검출,불검출
1162,수산물,어류,코다리,불검출,불검출,불검출
1163,수산물,어류,가오리,불검출,불검출,불검출
1164,수산물,갑각류,게,불검출,불검출,불검출
1165,수산물,연체동물,주꾸미,불검출,불검출,불검출
1166,수산물,해조류,다시마,불검출,불검출,불검출
1167,수산물,해조류,미역,불검출,불검출,불검출
1168,수산물,건어물,새우,불검출,불검출,불검출
1169,수산물,건어물,멸치,불검출,불검출,불검출
1170,농산물,버섯류,버섯,불검출,불검출,불검출
1171,가공식품,원료,초코릿,불검출,불검출,불검출
1172,농산물,버섯류,버섯,불검출,불검출,불검출
1173,가공식품,소금,소금,불검출,불검출,불검출
1174,농산물,버섯류,표고버섯,불검출,불검출,0.9
1175,가공식품,수산물,기타,불검출,불검출,불검출
1176,가공식품,수산물,오징어,불검출,불검출,불검출
1177,가공식품,수산물,연어,불검출,불검출,불검출
1178,가공식품,수산물,오징어,불검출,불검출,불검출
1179,가공식품,수산물,새우,불검출,불검출,불검출
1180,가공식품,수산물,새우,불검출,불검출,불검출
1181,수산물,어류,장어,불검출,불검출,불검출
1182,수산물,어류,고등어,불검출,불검출,불검출
1183,폐기물,폐기물,폐기물,불검출,불검출,불검출
1184,폐기물,폐기물,폐기물,불검출,불검출,불검출
1185,수산물,수산물,수산물,불검출,불검출,불검출
1186,농산물,기타,기타,불검출,불검출,불검출
1187,공산품,기타,기타,불검출,불검출,불검출
1188,공산품,기타,기타,불검출,불검출,불검출
1189,공산품,기타,기타,불검출,불검출,불검출
1190,공산품,기타,기타,불검출,불검출,불검출
1191,수산물,건어물,기타,불검출,불검출,불검출
1192,수산물,건어물,멸치,불검출,불검출,불검출
1193,수산물,해조류,다시마,불검출,불검출,불검출
1194,수산물,건어물,미역,불검출,불검출,불검출
1195,수산물,건어물,새우,불검출,불검출,불검출
1196,수산물,건어물,새우,불검출,불검출,불검출
1197,수산물,해조류,파래,불검출,불검출,불검출
1198,수산물,건어물,멸치,불검출,불검출,불검출
1199,수산물,건어물,새우,불검출,불검출,불검출
1200,수산물,건어물,기타,불검출,불검출,불검출
1201,수산물,건어물,오징어,불검출,불검출,불검출
1202,수산물,건어물,기타,불검출,불검출,불검출
1203,수산물,건어물,기타,불검출,불검출,불검출
1204,수산물,건어물,북어,불검출,불검출,불검출
1205,수산물,건어물,멸치,불검출,불검출,불검출
1206,수산물,건어물,멸치,불검출,불검출,불검출
1207,수산물,건어물,오징어,불검출,불검출,불검출
1208,수산물,건어물,오징어,불검출,불검출,불검출
1209,수산물,건어물,황태,불검출,불검출,불검출
1210,수산물,어류,가자미,불검출,불검출,불검출
1211,수산물,어류,가자미,불검출,불검출,불검출
1212,수산물,어류,갈치,불검출,불검출,불검출
1213,수산물,어류,꽁치,불검출,불검출,불검출
1214,수산물,갑각류,게,불검출,불검출,불검출
1215,수산물,어류,대구,불검출,불검출,불검출
1216,수산물,어류,대구,불검출,불검출,불검출
1217,수산물,어류,동태,불검출,불검출,불검출
1218,수산물,어류,동태,불검출,불검출,불검출
1219,수산물,연체동물,오징어,불검출,불검출,불검출
1220,수산물,어류,아귀,불검출,불검출,불검출
1221,수산물,어류,연어,불검출,불검출,불검출
1222,수산물,어류,임연수,불검출,불검출,불검출
1223,수산물,연체동물,주꾸미,불검출,불검출,불검출
1224,수산물,어류,조기,불검출,불검출,불검출
1225,수산물,어류,코다리,불검출,불검출,불검출
1226,수산물,어류,기타,불검출,불검출,불검출
1227,가공식품,음료,차,불검출,불검출,불검출
1228,가공식품,음료,차,불검출,불검출,불검출
1229,가공식품,음료,차,불검출,불검출,불검출
1230,수산물,어류,참치,불검출,불검출,불검출
1231,수산물,어류,가자미,불검출,불검출,불검출
1232,수산물,어류,갈치,불검출,불검출,불검출
1233,수산물,어류,고등어,불검출,불검출,불검출
1234,수산물,어류,꽁치,불검출,불검출,불검출
1235,수산물,어류,대구,불검출,불검출,불검출
1236,수산물,건어물,멸치,불검출,불검출,불검출
1237,수산물,건어물,멸치,불검출,불검출,불검출
1238,수산물,어류,동태,불검출,불검출,불검출
1239,수산물,어류,동태,불검출,불검출,불검출
1240,수산물,건어물,황태,불검출,불검출,불검출
1241,수산물,건어물,기타,불검출,불검출,불검출
1242,수산물,어류,연어,불검출,불검출,불검출
1243,수산물,어류,조기,불검출,불검출,불검출
1244,수산물,연체동물,낙지,불검출,불검출,불검출
1245,수산물,건어물,오징어,불검출,불검출,불검출
1246,수산물,건어물,오징어,불검출,불검출,불검출
1247,수산물,갑각류,게,불검출,불검출,불검출
1248,수산물,건어물,새우,불검출,불검출,불검출
1249,수산물,건어물,새우,불검출,불검출,불검출
1250,가공식품,수산물,새우,불검출,불검출,불검출
1251,수산물,해조류,김,불검출,불검출,불검출
1252,수산물,해조류,미역,불검출,불검출,불검출
1253,수산물,해조류,파래,불검출,불검출,불검출
1254,원료,향,향,불검출,불검출,불검출
1255,수산물,어류,날치,불검출,불검출,불검출
1256,수산물,어류,코다리,불검출,불검출,불검출
1257,수산물,어류,임연수,불검출,불검출,불검출
1258,수산물,패류,바지락,불검출,불검출,불검출
1259,음용수,제품수,제품수,불검출,불검출,불검출
1260,음용수,정수,정수,불검출,불검출,불검출
1261,음용수,정수,정수,불검출,불검출,불검출
1262,음용수,정수,정수,불검출,불검출,불검출
1263,음용수,정수,정수,불검출,불검출,불검출
1264,음용수,정수,정수,불검출,불검출,불검출
1265,음용수,정수,정수,불검출,불검출,불검출
1266,음용수,제품수,제품수,불검출,불검출,불검출
1267,수산물,어류,고등어,불검출,불검출,불검출
1268,수산물,어류,삼치,불검출,불검출,불검출
1269,수산물,어류,대구,불검출,불검출,불검출
1270,수산물,연체동물,오징어,불검출,불검출,불검출
1271,수산물,어류,조기,불검출,불검출,불검출
1272,수산물,연체동물,주꾸미,불검출,불검출,불검출
1273,수산물,어류,가,불검출,불검출,불검출
1274,수산물,건어물,멸치,불검출,불검출,불검출
1275,수산물,건어물,새우,불검출,불검출,불검출
1276,수산물,패류,바지락,불검출,불검출,불검출
1277,수산물,패류,홍합,불검출,불검출,불검출
1278,수산물,건어물,멸치,불검출,불검출,불검출
1279,수산물,해조류,파래,불검출,불검출,불검출
1280,수산물,해조류,미역,불검출,불검출,불검출
1281,수산물,해조류,다시마,불검출,불검출,불검출
1282,수산물,건어물,북어,불검출,불검출,불검출
1283,수산물,건어물,기타,불검출,불검출,불검출
1284,수산물,건어물,오징어,불검출,불검출,불검출
1285,수산물,건어물,오징어,불검출,불검출,불검출
1286,수산물,건어물,오징어,불검출,불검출,불검출
1287,수산물,건어물,오징어,불검출,불검출,불검출
1288,수산물,건어물,기타,불검출,불검출,불검출
1289,수산물,건어물,기타,불검출,불검출,불검출
1290,수산물,건어물,멸치,불검출,불검출,불검출
1291,수산물,건어물,멸치,불검출,불검출,불검출
1292,수산물,건어물,멸치,불검출,불검출,불검출
1293,수산물,건어물,새우,불검출,불검출,불검출
1294,수산물,건어물,새우,불검출,불검출,불검출
1295,수산물,건어물,새우,불검출,불검출,불검출
1296,수산물,건어물,새우,불검출,불검출,불검출
1297,수산물,어류,갈치,불검출,불검출,불검출
1298,수산물,어류,갈치,불검출,불검출,불검출
1299,수산물,어류,갈치,불검출,불검출,불검출
1300,수산물,어류,갈치,불검출,불검출,불검출
1301,수산물,어류,코다리,불검출,불검출,불검출
1302,수산물,어류,가자미,불검출,불검출,불검출
1303,수산물,어류,꽁치,불검출,불검출,불검출
1304,수산물,어류,장어,불검출,불검출,불검출
1305,수산물,갑각류,게,불검출,불검출,불검출
1306,수산물,연체동물,오징어,불검출,불검출,불검출
1307,수산물,연체동물,주꾸미,불검출,불검출,불검출
1308,수산물,연체동물,주꾸미,불검출,불검출,불검출
1309,수산물,연체동물,낙지,불검출,불검출,불검출
1310,수산물,연체동물,낙지,불검출,불검출,불검출
1311,수산물,어류,연어,불검출,불검출,불검출
1312,수산물,어류,고등어,불검출,불검출,불검출
1313,수산물,어류,코다리,불검출,불검출,불검출
1314,수산물,어류,조기,불검출,불검출,불검출
1315,수산물,어류,조기,불검출,불검출,불검출
1316,수산물,어류,가자미,불검출,불검출,불검출
1317,수산물,어류,삼치,불검출,불검출,불검출
1318,수산물,어류,동태,불검출,불검출,불검출
1319,수산물,어류,대구,불검출,불검출,불검출
1320,수산물,어류,임연수,불검출,불검출,불검출
1321,음용수,원수,원수,불검출,불검출,불검출
1322,음용수,정수,정수,불검출,불검출,불검출
1323,음용수,정수,정수,불검출,불검출,불검출
1324,음용수,정수,정수,불검출,불검출,불검출
1325,음용수,원수,원수,불검출,불검출,불검출
1326,음용수,원수,원수,불검출,불검출,불검출
1327,음용수,정수,정수,불검출,불검출,불검출
1328,음용수,정수,정수,불검출,불검출,불검출
1329,음용수,정수,정수,불검출,불검출,불검출
1330,음용수,정수,정수,불검출,불검출,불검출
1331,공산품,기타,기타,불검출,불검출,불검출
1332,공산품,기타,기타,불검출,불검출,불검출
1333,공산품,기타,기타,불검출,불검출,불검출
1334,원료,향,향,불검출,불검출,불검출
1335,수산물,어류,꽁치,불검출,불검출,불검출
1336,수산물,어류,조기,불검출,불검출,불검출
1337,수산물,연체동물,주꾸미,불검출,불검출,불검출
1338,수산물,어류,굴비,불검출,불검출,불검출
1339,가공식품,소금,소금,불검출,불검출,불검출
1340,가공식품,소금,소금,불검출,불검출,불검출
1341,가공식품,수산물,연어,불검출,불검출,불검출
1342,수산물,어류,날치,불검출,불검출,불검출
1343,수산물,어류,꽁치,불검출,불검출,불검출
1344,수산물,갑각류,새우,불검출,불검출,불검출
1345,수산물,어류,명태,불검출,불검출,불검출
1346,수산물,해조류,다시마,불검출,불검출,불검출
1347,수산물,해조류,김,불검출,불검출,불검출
1348,원료,기타,기타,불검출,불검출,불검출
1349,농산물,버섯류,표고버섯,불검출,불검출,불검출
1350,공산품,기타,기타,불검출,불검출,불검출
1351,공산품,기타,기타,불검출,불검출,불검출
1352,공산품,기타,기타,불검출,불검출,불검출
1353,공산품,기타,기타,불검출,불검출,불검출
1354,수산물,어류,삼치,불검출,불검출,불검출
1355,수산물,어류,동태,불검출,불검출,불검출
1356,수산물,어류,고등어,불검출,불검출,불검출
1357,수산물,어류,가,불검출,불검출,불검출
1358,수산물,어류,임연수,불검출,불검출,불검출
1359,수산물,어류,갈치,불검출,불검출,불검출
1360,수산물,어류,조기,불검출,불검출,불검출
1361,수산물,어류,대구,불검출,불검출,불검출
1362,수산물,연체동물,오징어,불검출,불검출,불검출
1363,수산물,연체동물,낙지,불검출,불검출,불검출
1364,수산물,연체동물,주꾸미,불검출,불검출,불검출
1365,수산물,건어물,멸치,불검출,불검출,불검출
1366,수산물,해조류,다시마,불검출,불검출,불검출
1367,수산물,갑각류,새우,불검출,불검출,불검출
1368,수산물,갑각류,게,불검출,불검출,불검출
1369,수산물,패류,바지락,불검출,불검출,불검출
1370,수산물,패류,홍합,불검출,불검출,불검출
1371,수산물,건어물,새우,불검출,불검출,불검출
1372,수산물,건어물,황태,불검출,불검출,불검출
1373,수산물,해조류,미역,불검출,불검출,불검출
1374,수산물,어류,코다리,불검출,불검출,불검출
1375,수산물,어류,꽁치,불검출,불검출,불검출
1376,수산물,어류,기타,불검출,불검출,불검출
1377,수산물,어류,아귀,불검출,불검출,불검출
1378,수산물,어류,명태,불검출,불검출,불검출
1379,수산물,어류,기타,불검출,불검출,불검출
1380,수산물,어류,돔,불검출,불검출,불검출
1381,수산물,어류,장어,불검출,불검출,불검출
1382,수산물,어류,숭어,불검출,불검출,불검출
1383,수산물,어류,방어,불검출,불검출,불검출
1384,수산물,어류,삼치,불검출,불검출,불검출
1385,음용수,정수,정수,불검출,불검출,불검출
1386,음용수,정수,정수,불검출,불검출,불검출
1387,음용수,정수,정수,불검출,불검출,불검출
1388,음용수,정수,정수,불검출,불검출,불검출
1389,음용수,정수,정수,불검출,불검출,불검출
1390,음용수,정수,정수,불검출,불검출,불검출
1391,음용수,제품수,제품수,불검출,불검출,불검출
1392,음용수,정수,정수,불검출,불검출,불검출
1393,음용수,정수,정수,불검출,불검출,불검출
1394,음용수,정수,정수,불검출,불검출,불검출
1395,음용수,정수,정수,불검출,불검출,불검출
1396,음용수,정수,정수,불검출,불검출,불검출
1397,음용수,정수,정수,불검출,불검출,불검출
1398,음용수,제품수,제품수,불검출,불검출,불검출
1399,원료,기타,기타,불검출,불검출,불검출
1400,축산물,계란,계란,불검출,불검출,불검출
1401,축산물,육류,소,불검출,불검출,불검출
1402,수산물,패류,기타,불검출,불검출,불검출
1403,수산물,해조류,청각,불검출,불검출,불검출
1404,가공식품,소금,소금,불검출,불검출,불검출
1405,수산물,어류,갈치,불검출,불검출,불검출
1406,기타,기타,,불검출,불검출,불검출
1407,기타,기타,,불검출,불검출,불검출
1408,기타,기타,,불검출,불검출,불검출
1409,수산물,어류,가자미,불검출,불검출,불검출
1410,수산물,어류,갈치,불검출,불검출,불검출
1411,수산물,갑각류,게,불검출,불검출,불검출
1412,수산물,연체동물,낙지,불검출,불검출,불검출
1413,수산물,어류,대구,불검출,불검출,불검출
1414,수산물,어류,동태,불검출,불검출,불검출
1415,수산물,어류,조기,불검출,불검출,불검출
1416,수산물,연체동물,주꾸미,불검출,불검출,불검출
1417,수산물,어류,코다리,불검출,불검출,불검출
1418,수산물,패류,바지락,불검출,불검출,불검출
1419,수산물,갑각류,새우,불검출,불검출,불검출
1420,수산물,갑각류,새우,불검출,불검출,불검출
1421,수산물,패류,홍합,불검출,불검출,불검출
1422,수산물,해조류,미역,불검출,불검출,불검출
1423,수산물,건어물,새우,불검출,불검출,불검출
1424,수산물,건어물,멸치,불검출,불검출,불검출
1425,수산물,해조류,미역,불검출,불검출,불검출
1426,수산물,건어물,오징어,불검출,불검출,불검출
1427,수산물,건어물,북어,불검출,불검출,불검출
1428,수산물,어류,굴비,불검출,불검출,불검출
1429,원료,원료,원료,불검출,불검출,불검출
1430,수산물,어류,연어,불검출,불검출,불검출
1431,수산물,어류,연어,불검출,불검출,불검출
1432,공산품,기타,기타,불검출,불검출,불검출
1433,가공식품,젓갈류,새우,불검출,불검출,불검출
1434,가공식품,젓갈류,기타,불검출,불검출,불검출
1435,가공식품,젓갈류,멸치,불검출,불검출,불검출
1436,가공식품,젓갈류,새우,불검출,불검출,불검출
1437,수산물,연체동물,오징어,불검출,불검출,불검출
1438,수산물,어류,고등어,불검출,불검출,불검출
1439,수산물,어류,삼치,불검출,불검출,불검출
1440,수산물,연체동물,주꾸미,불검출,불검출,불검출
1441,수산물,연체동물,주꾸미,불검출,불검출,불검출
1442,수산물,갑각류,게,불검출,불검출,불검출
1443,수산물,갑각류,게,불검출,불검출,불검출
1444,수산물,어류,가자미,불검출,불검출,불검출
1445,수산물,어류,가자미,불검출,불검출,불검출
1446,수산물,어류,갈치,불검출,불검출,불검출
1447,수산물,연체동물,낙지,불검출,불검출,불검출
1448,수산물,어류,꽁치,불검출,불검출,불검출
1449,수산물,어류,명태,불검출,불검출,불검출
1450,수산물,어류,명태,불검출,불검출,불검출
1451,수산물,어류,동태,불검출,불검출,불검출
1452,수산물,어류,명태,불검출,불검출,불검출
1453,수산물,어류,코다리,불검출,불검출,불검출
1454,수산물,어류,코다리,불검출,불검출,불검출
1455,수산물,어류,대구,불검출,불검출,불검출
1456,수산물,어류,대구,불검출,불검출,불검출
1457,수산물,어류,대구,불검출,불검출,불검출
1458,수산물,어류,임연수,불검출,불검출,불검출
1459,수산물,어류,날치,불검출,불검출,불검출
1460,수산물,갑각류,새우,불검출,불검출,불검출
1461,수산물,갑각류,새우,불검출,불검출,불검출
1462,수산물,갑각류,새우,불검출,불검출,불검출
1463,수산물,패류,바지락,불검출,불검출,불검출
1464,수산물,패류,홍합,불검출,불검출,불검출
1465,수산물,어류,조기,불검출,불검출,불검출
1466,수산물,어류,조기,불검출,불검출,불검출
1467,가공식품,소금,소금,불검출,불검출,불검출
1468,가공식품,소금,소금,불검출,불검출,불검출
1469,수산물,어류,고등어,불검출,불검출,불검출
1470,수산물,어류,대구,불검출,불검출,불검출
1471,수산물,어류,동태,불검출,불검출,불검출
1472,수산물,어류,코다리,불검출,불검출,불검출
1473,수산물,해조류,다시마,불검출,불검출,불검출
1474,수산물,건어물,멸치,불검출,불검출,불검출
1475,수산물,건어물,황태,불검출,불검출,불검출
1476,수산물,어류,가자미,불검출,불검출,불검출
1477,수산물,어류,갈치,불검출,불검출,불검출
1478,수산물,어류,꽁치,불검출,불검출,불검출
1479,수산물,어류,삼치,불검출,불검출,불검출
1480,수산물,어류,임연수,불검출,불검출,불검출
1481,수산물,연체동물,낙지,불검출,불검출,불검출
1482,수산물,연체동물,오징어,불검출,불검출,불검출
1483,기타,기타,기타,불검출,불검출,불검출
1484,원료,향,향,불검출,불검출,불검출
1485,원료,향,향,불검출,불검출,불검출
1486,수산물,어류,고등어,불검출,불검출,불검출
1487,수산물,어류,삼치,불검출,불검출,불검출
1488,수산물,어류,대구,불검출,불검출,불검출
1489,수산물,연,오징어,불검출,불검출,불검출
1490,수산물,연,오징어,불검출,불검출,불검출
1491,수산물,어류,대구,불검출,불검출,불검출
1492,수산물,어류,갈치,불검출,불검출,불검출
1493,수산물,어류,삼치,불검출,불검출,불검출
1494,수산물,갑각류,새우,불검출,불검출,불검출
1495,가공식품,수산물,조미료,불검출,불검출,불검출
1496,수산물,어류,가자미,불검출,불검출,불검출
1497,수산물,연체동물,낙지,불검출,불검출,불검출
1498,수산물,갑각류,게,불검출,불검출,불검출
1499,가공식품,소금,소금,불검출,불검출,불검출
1500,수산물,건어물,황태,불검출,불검출,불검출
1501,수산물,건어물,황태,불검출,불검출,불검출
1502,공산품,기타,기타,불검출,불검출,불검출
1503,음용수,제품수,제품수,불검출,불검출,불검출
1504,공산품,기타,기타,불검출,불검출,불검출
1505,수산물,어류,아귀,불검출,불검출,불검출
1506,수산물,어류,명태,불검출,불검출,불검출
1507,기타,목재,목재,불검출,불검출,81
1508,기타,목재,목재,불검출,불검출,95
1509,기타,목재,목재,불검출,불검출,80
1510,기타,목재,목재,불검출,불검출,45
1511,기타,목재,목재,불검출,불검출,74
1512,기타,목재,목재,불검출,불검출,360
1513,기타,목재,목재,불검출,불검출,12
1514,기타,목재,목재,불검출,불검출,70
1515,기타,목재,목재,불검출,불검출,80
1516,기타,목재,목재,불검출,불검출,23
1517,폐기물,폐기물,폐기물,불검출,불검출,불검출
1518,폐기물,폐기물,폐기물,불검출,불검출,불검출
1519,폐기물,폐기물,폐기물,불검출,불검출,불검출
1520,폐기물,폐기물,폐기물,불검출,불검출,불검출
1521,폐기물,폐기물,폐기물,불검출,불검출,불검출
1522,폐기물,폐기물,폐기물,불검출,불검출,불검출
1523,폐기물,폐기물,폐기물,불검출,불검출,불검출
1524,폐기물,폐기물,폐기물,불검출,불검출,불검출
1525,수산물,어류,명태,불검출,불검출,불검출
1526,수산물,어류,명태,불검출,불검출,불검출
1527,수산물,어류,기타,불검출,불검출,불검출
1528,수산물,어류,갈치,불검출,불검출,불검출
1529,수산물,해조류,미역,불검출,불검출,불검출
1530,수산물,건어물,멸치,불검출,불검출,불검출
1531,수산물,건어물,북어,불검출,불검출,불검출
1532,수산물,연체동물,오징어,불검출,불검출,불검출
1533,수산물,갑각류,게,불검출,불검출,불검출
1534,수산물,해조류,다시마,불검출,불검출,불검출
1535,수산물,패류,바지락,불검출,불검출,불검출
1536,수산물,패류,기타,불검출,불검출,불검출
1537,수산물,어류,대구,불검출,불검출,불검출
1538,수산물,건어물,새우,불검출,불검출,불검출
1539,수산물,어류,삼치,불검출,불검출,불검출
1540,수산물,건어물,오징어,불검출,불검출,불검출
1541,수산물,패류,홍합,불검출,불검출,불검출
1542,수산물,갑각류,새우,불검출,불검출,불검출
1543,수산물,어류,동태,불검출,불검출,불검출
1544,수산물,어류,가자미,불검출,불검출,불검출
1545,수산물,어류,코다리,불검출,불검출,불검출
1546,수산물,어류,임연수,불검출,불검출,불검출
1547,수산물,어류,날치,불검출,불검출,불검출
1548,수산물,어류,삼치,불검출,불검출,불검출
1549,수산물,어류,동태,불검출,불검출,불검출
1550,수산물,어류,고등어,불검출,불검출,불검출
1551,수산물,어류,가자미,불검출,불검출,불검출
1552,수산물,어류,임연수,불검출,불검출,불검출
1553,수산물,어류,갈치,불검출,불검출,불검출
1554,수산물,어류,조기,불검출,불검출,불검출
1555,수산물,어류,대구,불검출,불검출,불검출
1556,수산물,연체동물,오징어,불검출,불검출,불검출
1557,수산물,연체동물,낙지,불검출,불검출,불검출
1558,수산물,연체동물,주꾸미,불검출,불검출,불검출
1559,수산물,건어물,멸치,불검출,불검출,불검출
1560,수산물,해조류,다시마,불검출,불검출,불검출
1561,수산물,갑각류,새우,불검출,불검출,불검출
1562,수산물,갑각류,게,불검출,불검출,불검출
1563,수산물,패류,바지락,불검출,불검출,불검출
1564,수산물,패류,홍합,불검출,불검출,불검출
1565,수산물,건어물,새우,불검출,불검출,불검출
1566,수산물,건어물,황태,불검출,불검출,불검출
1567,수산물,해조류,미역,불검출,불검출,불검출
1568,수산물,어류,코다리,불검출,불검출,불검출
1569,수산물,어류,꽁치,불검출,불검출,불검출
1570,수산물,어류,삼치,불검출,불검출,불검출
1571,수산물,어류,고등어,불검출,불검출,불검출
1572,수산물,어류,고등어,불검출,불검출,불검출
1573,수산물,연체동물,오징어,불검출,불검출,불검출
1574,수산물,어류,임연수,불검출,불검출,불검출
1575,수산물,어류,삼치,불검출,불검출,불검출
1576,수산물,어류,동태,불검출,불검출,불검출
1577,수산물,연체동물,오징어,불검출,불검출,불검출
1578,수산물,어류,가자미,불검출,불검출,불검출
1579,수산물,어류,임연수,불검출,불검출,불검출
1580,수산물,어류,연어,불검출,불검출,불검출
1581,수산물,어류,삼치,불검출,불검출,불검출
1582,수산물,어류,대구,불검출,불검출,불검출
1583,수산물,어류,삼치,불검출,불검출,불검출
1584,수산물,어류,임연수,불검출,불검출,불검출
1585,수산물,어류,삼치,불검출,불검출,불검출
1586,수산물,연체동물,오징어,불검출,불검출,불검출
1587,수산물,연체동물,오징어,불검출,불검출,불검출
1588,수산물,연체동물,오징어,불검출,불검출,불검출
1589,수산물,어류,동태,불검출,불검출,불검출
1590,수산물,어류,고등어,불검출,불검출,불검출
1591,수산물,연체동물,오징어,불검출,불검출,불검출
1592,수산물,연체동물,오징어,불검출,불검출,불검출
1593,수산물,어류,동태,불검출,불검출,불검출
1594,수산물,어류,고등어,불검출,불검출,불검출
1595,가공식품,수산물,즉석식품,불검출,불검출,불검출
1596,폐기물,폐기물,폐기물,불검출,불검출,불검출
1597,폐기물,폐기물,폐기물,불검출,불검출,불검출
1598,원료,향,향,불검출,불검출,불검출
1599,원료,향,향,불검출,불검출,불검출
1600,음용수,제품수,제품수,불검출,불검출,불검출
1601,음용수,원수,원수,불검출,불검출,불검출
1602,음용수,원수,원수,불검출,불검출,불검출
1603,음용수,원수,원수,불검출,불검출,불검출
1604,수산물,패류,바지락,불검출,불검출,불검출
1605,수산물,연체동물,오징어,불검출,불검출,불검출
1606,수산물,어류,삼치,불검출,불검출,불검출
1607,수산물,어류,고등어,불검출,불검출,불검출
1608,수산물,어류,동태,불검출,불검출,불검출
1609,수산물,어류,연어,불검출,불검출,불검출
1610,수산물,어류,가자미,불검출,불검출,불검출
1611,수산물,어류,날치,불검출,불검출,불검출
1612,수산물,연체동물,오징어,불검출,불검출,불검출
1613,수산물,어류,연어,불검출,불검출,불검출
1614,수산물,어류,연어,불검출,불검출,불검출
1615,가공식품,기타,기타,불검출,불검출,불검출
1616,수산물,어류,갈치,불검출,불검출,불검출
1617,수산물,어류,조기,불검출,불검출,불검출
1618,수산물,패류,바지락,불검출,불검출,불검출
1619,수산물,어류,삼치,불검출,불검출,불검출
1620,수산물,어류,대구,불검출,불검출,불검출
1621,원료,향,향,불검출,불검출,불검출
1622,원료,향,향,불검출,불검출,불검출
1623,원료,향,향,불검출,불검출,불검출
1624,음용수,제품수,제품수,불검출,불검출,불검출
1625,음용수,정수,정수,불검출,불검출,불검출
